No.,量測日期,量測時間,X,Y,Z,x,y,Lv,Temprature,
White, , , , , , , , , ,
125,2024/2/27,10:43:04,26.9767,88.8387,5.6519,0.2221,0.7314,88.8387,28.01,
126,2024/2/27,10:43:05,27.498,90.6722,5.7811,0.2218,0.7315,90.6722,27.98,
127,2024/2/27,10:43:05,27.7814,91.6689,5.8509,0.2217,0.7316,91.6689,27.98,
128,2024/2/27,10:43:06,27.944,92.2343,5.8941,0.2217,0.7316,92.2343,27.98,
129,2024/2/27,10:43:07,28.2645,93.3597,5.9756,0.2215,0.7317,93.3597,27.98,
130,2024/2/27,10:43:07,28.9123,95.6511,6.1325,0.2212,0.7319,95.6511,27.98,
131,2024/2/27,10:43:08,29.1175,96.3698,6.1852,0.2211,0.7319,96.3698,28.01,
132,2024/2/27,10:43:08,29.6665,98.3153,6.3215,0.2209,0.732,98.3153,28.01,
133,2024/2/27,10:43:09,30.4368,101.059,6.5234,0.2205,0.7322,101.059,27.95,
134,2024/2/27,10:43:09,30.8484,102.5039,6.6346,0.2204,0.7322,102.5039,27.95,
135,2024/2/27,10:43:10,31.3764,104.3958,6.7652,0.2201,0.7324,104.3958,27.93,
136,2024/2/27,10:43:10,31.6642,105.4193,6.8429,0.22,0.7325,105.4193,27.93,
137,2024/2/27,10:43:11,32.2456,107.4826,6.9927,0.2198,0.7326,107.4826,27.91,
138,2024/2/27,10:43:12,32.6545,108.9338,7.0959,0.2196,0.7327,108.9338,27.91,
139,2024/2/27,10:43:12,33.2596,111.1138,7.2564,0.2193,0.7328,111.1138,27.91,
140,2024/2/27,10:43:13,33.7477,112.8629,7.3822,0.2192,0.7329,112.8629,27.90,
141,2024/2/27,10:43:13,34.0723,114.0199,7.4676,0.219,0.733,114.0199,27.90,
142,2024/2/27,10:43:14,31.7223,105.5262,6.7428,0.2203,0.7329,105.5262,27.88,
143,2024/2/27,10:43:14,35.2613,118.2907,7.7854,0.2186,0.7332,118.2907,27.88,
144,2024/2/27,10:43:15,36.0477,121.1393,8.0031,0.2182,0.7333,121.1393,27.87,
145,2024/2/27,10:43:16,36.5689,122.9987,8.1382,0.2181,0.7334,122.9987,27.87,
146,2024/2/27,10:43:16,37.0318,124.6825,8.2623,0.2179,0.7335,124.6825,27.86,
147,2024/2/27,10:43:17,37.3567,125.8592,8.3508,0.2177,0.7336,125.8592,27.85,
148,2024/2/27,10:43:17,37.767,127.3674,8.4593,0.2176,0.7337,127.3674,27.85,
149,2024/2/27,10:43:18,34.8087,116.5915,7.5506,0.219,0.7335,116.5915,27.84,
150,2024/2/27,10:43:18,39.3299,133.0218,8.8949,0.217,0.7339,133.0218,27.84,
151,2024/2/27,10:43:19,39.8532,134.9375,9.0346,0.2168,0.7341,134.9375,27.83,
152,2024/2/27,10:43:19,40.32,136.6208,9.1639,0.2167,0.7341,136.6208,27.83,
153,2024/2/27,10:43:20,40.5971,137.6618,9.2396,0.2165,0.7342,137.6618,27.81,
154,2024/2/27,10:43:21,41.1361,139.6164,9.396,0.2163,0.7342,139.6164,27.81,
155,2024/2/27,10:43:21,42.0552,142.9793,9.6495,0.216,0.7344,142.9793,27.80,
156,2024/2/27,10:43:22,39.2595,132.7048,8.7736,0.2172,0.7342,132.7048,27.80,
157,2024/2/27,10:43:22,40.4773,137.1838,9.138,0.2167,0.7344,137.1838,27.80,
158,2024/2/27,10:43:23,43.836,149.5306,10.1579,0.2154,0.7347,149.5306,27.78,
159,2024/2/27,10:43:23,44.3539,151.4316,10.303,0.2152,0.7348,151.4316,27.78,
160,2024/2/27,10:43:24,44.8876,153.3992,10.4601,0.215,0.7349,153.3992,27.78,
161,2024/2/27,10:43:24,45.2543,154.7398,10.5577,0.2149,0.7349,154.7398,27.78,
162,2024/2/27,10:43:25,45.8338,156.9027,10.7309,0.2147,0.735,156.9027,27.81,
163,2024/2/27,10:43:26,46.2474,158.4289,10.8467,0.2146,0.7351,158.4289,27.81,
164,2024/2/27,10:43:26,47.1754,161.8652,11.125,0.2143,0.7352,161.8652,27.81,
165,2024/2/27,10:43:27,47.7335,163.9488,11.2775,0.2141,0.7353,163.9488,27.80,
166,2024/2/27,10:43:27,48.268,165.9348,11.4322,0.2139,0.7354,165.9348,27.80,
167,2024/2/27,10:43:28,48.6481,167.3369,11.5518,0.2138,0.7354,167.3369,27.73,
168,2024/2/27,10:43:28,49.147,169.2082,11.703,0.2136,0.7355,169.2082,27.73,
169,2024/2/27,10:43:29,50.0822,172.6959,11.9766,0.2133,0.7356,172.6959,27.73,
170,2024/2/27,10:43:29,50.4019,173.8881,12.0706,0.2132,0.7357,173.8881,27.73,
171,2024/2/27,10:43:30,51.439,177.7751,12.3834,0.2129,0.7358,177.7751,27.73,
172,2024/2/27,10:43:31,51.9155,179.5688,12.5271,0.2128,0.7359,179.5688,27.73,
173,2024/2/27,10:43:31,52.2569,180.8693,12.6321,0.2126,0.736,180.8693,27.76,
174,2024/2/27,10:43:32,53.4168,185.1912,12.9827,0.2123,0.7361,185.1912,27.69,
175,2024/2/27,10:43:32,53.485,185.4752,13.0002,0.2123,0.7361,185.4752,27.69,
176,2024/2/27,10:43:33,54.6524,189.8512,13.3569,0.2119,0.7363,189.8512,27.69,
177,2024/2/27,10:43:33,55.1381,191.6873,13.5102,0.2118,0.7363,191.6873,27.69,
178,2024/2/27,10:43:34,55.483,193.0014,13.6137,0.2117,0.7364,193.0014,27.66,
179,2024/2/27,10:43:35,56.4869,196.7878,13.9179,0.2114,0.7365,196.7878,27.66,
180,2024/2/27,10:43:35,52.3779,181.4183,12.5777,0.2126,0.7364,181.4183,27.66,
181,2024/2/27,10:43:36,57.496,200.6114,14.2336,0.2111,0.7366,200.6114,27.66,
182,2024/2/27,10:43:36,57.954,202.3647,14.385,0.211,0.7367,202.3647,27.65,
183,2024/2/27,10:43:37,58.5514,204.6147,14.563,0.2108,0.7367,204.6147,27.64,
184,2024/2/27,10:43:37,59.1536,206.9119,14.756,0.2106,0.7368,206.9119,27.64,
185,2024/2/27,10:43:38,59.7509,209.1907,14.9441,0.2105,0.7369,209.1907,27.62,
186,2024/2/27,10:43:38,60.2599,211.1454,15.1122,0.2103,0.7369,211.1454,27.62,
187,2024/2/27,10:43:39,61.0075,213.9835,15.3474,0.2101,0.737,213.9835,27.62,
188,2024/2/27,10:43:40,61.5454,216.0672,15.5217,0.21,0.7371,216.0672,27.62,
189,2024/2/27,10:43:40,62.184,218.5092,15.7189,0.2098,0.7372,218.5092,27.62,
190,2024/2/27,10:43:41,63.1505,222.205,16.0304,0.2095,0.7373,222.205,27.62,
191,2024/2/27,10:43:41,63.5038,223.5662,16.1433,0.2094,0.7373,223.5662,27.66,
192,2024/2/27,10:43:42,64.0734,225.744,16.3387,0.2093,0.7373,225.744,27.60,
193,2024/2/27,10:43:42,64.6599,227.9996,16.5211,0.2091,0.7374,227.9996,27.60,
194,2024/2/27,10:43:43,65.9811,233.0914,16.9528,0.2088,0.7376,233.0914,27.60,
195,2024/2/27,10:43:44,60.1175,210.7583,14.9188,0.2104,0.7374,210.7583,27.60,
196,2024/2/27,10:43:44,62.5419,220.0705,15.7587,0.2096,0.7376,220.0705,27.63,
197,2024/2/27,10:43:45,68.8171,244.0566,17.8876,0.2081,0.7379,244.0566,27.63,
198,2024/2/27,10:43:45,69.2648,245.809,18.0346,0.2079,0.7379,245.809,27.58,
199,2024/2/27,10:43:46,70.8113,251.79,18.5659,0.2076,0.738,251.79,27.58,
200,2024/2/27,10:43:46,71.1685,253.1953,18.6784,0.2075,0.7381,253.1953,27.58,
201,2024/2/27,10:43:47,72.8163,259.6186,19.2424,0.2071,0.7382,259.6186,27.61,
202,2024/2/27,10:43:47,66.361,234.7964,16.9179,0.2086,0.7382,234.7964,27.61,
203,2024/2/27,10:43:48,74.0773,264.5546,19.6613,0.2068,0.7384,264.5546,27.55,
204,2024/2/27,10:43:48,75.2421,269.1178,20.0725,0.2065,0.7385,269.1178,27.55,
205,2024/2/27,10:43:49,76.1826,272.8329,20.3951,0.2062,0.7386,272.8329,27.55,
206,2024/2/27,10:43:50,77.3464,277.3834,20.7971,0.206,0.7387,277.3834,27.55,
207,2024/2/27,10:43:50,76.1679,272.8828,20.3646,0.2062,0.7387,272.8828,27.53,
208,2024/2/27,10:43:51,79.386,285.3962,21.5117,0.2055,0.7388,285.3962,27.53,
209,2024/2/27,10:43:51,79.89,287.4061,21.6877,0.2054,0.7389,287.4061,27.53,
210,2024/2/27,10:43:52,81.1985,292.606,22.1502,0.2051,0.739,292.606,27.53,
211,2024/2/27,10:43:52,82.2956,296.9247,22.5447,0.2048,0.7391,296.9247,27.52,
212,2024/2/27,10:43:53,75.0447,268.7109,19.8561,0.2064,0.739,268.7109,27.52,
213,2024/2/27,10:43:53,83.8807,303.2453,23.107,0.2045,0.7392,303.2453,27.52,
214,2024/2/27,10:43:54,85.7104,310.5439,23.7783,0.2041,0.7393,310.5439,27.51,
215,2024/2/27,10:43:55,86.6543,314.3088,24.117,0.2039,0.7394,314.3088,27.51,
216,2024/2/27,10:43:55,87.4664,317.5654,24.4134,0.2037,0.7395,317.5654,27.50,
217,2024/2/27,10:43:56,88.2624,320.7071,24.6956,0.2035,0.7395,320.7071,27.50,
218,2024/2/27,10:43:56,89.1605,324.3114,25.0279,0.2033,0.7396,324.3114,27.48,
219,2024/2/27,10:43:57,91.2167,332.5822,25.7926,0.2029,0.7397,332.5822,27.48,
220,2024/2/27,10:43:57,91.8754,335.2362,26.0453,0.2027,0.7398,335.2362,27.48,
221,2024/2/27,10:43:58,92.6624,338.4063,26.3393,0.2026,0.7398,338.4063,27.48,
222,2024/2/27,10:43:59,93.3617,341.2603,26.6089,0.2024,0.7399,341.2603,27.48,
223,2024/2/27,10:43:59,94.0107,343.8126,26.8461,0.2023,0.7399,343.8126,27.47,
224,2024/2/27,10:44:00,95.8728,351.3684,27.5519,0.2019,0.74,351.3684,27.47,
225,2024/2/27,10:44:00,96.9971,355.9382,27.9839,0.2017,0.7401,355.9382,27.47,
226,2024/2/27,10:44:01,97.5777,358.2606,28.1973,0.2016,0.7402,358.2606,27.47,
227,2024/2/27,10:44:01,98.6007,362.4282,28.5907,0.2014,0.7402,362.4282,27.45,
228,2024/2/27,10:44:02,99.4937,366.0569,28.9447,0.2012,0.7403,366.0569,27.45,
229,2024/2/27,10:44:02,100.3871,369.6684,29.2833,0.201,0.7403,369.6684,27.45,
230,2024/2/27,10:44:03,102.4093,377.9167,30.0722,0.2006,0.7404,377.9167,27.45,
231,2024/2/27,10:44:04,103.3811,381.9147,30.4567,0.2004,0.7405,381.9147,27.45,
232,2024/2/27,10:44:04,103.9749,384.3488,30.6883,0.2003,0.7405,384.3488,27.50,
233,2024/2/27,10:44:05,104.426,386.2155,30.8638,0.2002,0.7406,386.2155,27.50,
234,2024/2/27,10:44:05,106.4061,394.3217,31.6518,0.1999,0.7407,394.3217,27.44,
235,2024/2/27,10:44:06,106.9806,396.6714,31.886,0.1998,0.7407,396.6714,27.44,
236,2024/2/27,10:44:06,107.692,399.5475,32.1652,0.1996,0.7407,399.5475,27.44,
237,2024/2/27,10:44:07,109.5004,407.0504,32.8918,0.1993,0.7408,407.0504,27.44,
238,2024/2/27,10:44:07,110.2967,410.3232,33.2176,0.1991,0.7409,410.3232,27.43,
239,2024/2/27,10:44:08,111.8755,416.7855,33.8485,0.1989,0.7409,416.7855,27.43,
240,2024/2/27,10:44:09,112.7976,420.6603,34.2399,0.1987,0.741,420.6603,27.43,
241,2024/2/27,10:44:09,113.5373,423.6565,34.5234,0.1986,0.741,423.6565,27.43,
242,2024/2/27,10:44:10,106.3094,394.7671,31.6117,0.1996,0.7411,394.7671,27.43,
243,2024/2/27,10:44:10,111.0396,413.8148,33.5221,0.1989,0.7411,413.8148,27.43,
244,2024/2/27,10:44:11,116.8733,437.5535,35.9075,0.198,0.7412,437.5535,27.43,
245,2024/2/27,10:44:11,117.3063,439.3273,36.0851,0.1979,0.7412,439.3273,27.48,
246,2024/2/27,10:44:12,118.5488,444.4661,36.608,0.1977,0.7412,444.4661,27.48,
247,2024/2/27,10:44:12,119.699,449.3109,37.0882,0.1975,0.7413,449.3109,27.42,
248,2024/2/27,10:44:13,121.6722,457.5531,37.916,0.1972,0.7414,457.5531,27.42,
249,2024/2/27,10:44:14,122.8485,462.4704,38.4141,0.197,0.7415,462.4704,27.42,
250,2024/2/27,10:44:14,124.0154,467.3494,38.9144,0.1968,0.7415,467.3494,27.41,
251,2024/2/27,10:44:15,125.3669,473.0291,39.495,0.1965,0.7416,473.0291,27.41,
252,2024/2/27,10:44:15,125.9524,475.491,39.7559,0.1964,0.7416,475.491,27.41,
253,2024/2/27,10:44:16,115.2672,431.6688,35.1053,0.198,0.7416,431.6688,27.41,
254,2024/2/27,10:44:16,128.3877,485.7082,40.7999,0.196,0.7417,485.7082,27.41,
255,2024/2/27,10:44:17,129.642,491.1011,41.3555,0.1958,0.7417,491.1011,27.41,
Blue, , , , , , , , , ,
0,2024/2/27,10:44:20,0,0,-0.0001,-0.2322,-0.3765,0,27.41,
1,2024/2/27,10:44:22,0,0,-0.0002,0.1359,-0.0362,0,27.45,
2,2024/2/27,10:44:24,0,0,-0.0001,0.1006,0.1124,0,27.38,
3,2024/2/27,10:44:26,0,0,-0.0002,0.0193,0.1546,0,27.42,
4,2024/2/27,10:44:28,0,0,-0.0001,0.0465,0.1512,0,27.35,
5,2024/2/27,10:44:30,0.0001,0,0.0002,0.261,-0.0508,0,27.34,
6,2024/2/27,10:44:33,0.0002,0,0.001,0.1402,0.0308,0,27.34,
7,2024/2/27,10:44:35,0.0004,0.0001,0.0025,0.1377,0.0403,0.0001,27.31,
8,2024/2/27,10:44:37,0.0025,0.0008,0.0151,0.1358,0.0441,0.0008,27.30,
9,2024/2/27,10:44:39,0.0051,0.0017,0.031,0.1359,0.0442,0.0017,27.28,
10,2024/2/27,10:44:41,0.0087,0.0029,0.0528,0.1352,0.0446,0.0029,27.27,
11,2024/2/27,10:44:43,0.0137,0.0045,0.083,0.1351,0.0446,0.0045,27.24,
12,2024/2/27,10:44:46,0.0214,0.007,0.1296,0.1352,0.0446,0.007,27.24,
13,2024/2/27,10:44:48,0.0661,0.0219,0.4022,0.1349,0.0447,0.0219,27.23,
14,2024/2/27,10:44:49,0.0965,0.0317,0.587,0.1349,0.0443,0.0317,27.22,
15,2024/2/27,10:44:50,0.1397,0.0461,0.8503,0.1349,0.0445,0.0461,27.22,
16,2024/2/27,10:44:51,0.1928,0.0638,1.1741,0.1347,0.0446,0.0638,27.25,
17,2024/2/27,10:44:52,0.3435,0.1136,2.0928,0.1347,0.0446,0.1136,27.19,
18,2024/2/27,10:44:53,0.3597,0.1189,2.1923,0.1347,0.0445,0.1189,27.18,
19,2024/2/27,10:44:53,0.3669,0.1225,2.2416,0.1343,0.0449,0.1225,27.17,
20,2024/2/27,10:44:54,0.4125,0.1367,2.5121,0.1347,0.0447,0.1367,27.16,
21,2024/2/27,10:44:55,0.4809,0.1597,2.9339,0.1345,0.0447,0.1597,27.16,
22,2024/2/27,10:44:56,0.5263,0.1742,3.2038,0.1348,0.0446,0.1742,27.16,
23,2024/2/27,10:44:57,0.5643,0.1867,3.4364,0.1348,0.0446,0.1867,27.15,
24,2024/2/27,10:44:58,0.6047,0.2002,3.6819,0.1348,0.0446,0.2002,27.14,
25,2024/2/27,10:44:58,0.7287,0.2414,4.4386,0.1347,0.0446,0.2414,27.13,
26,2024/2/27,10:44:59,0.7747,0.2567,4.7187,0.1347,0.0446,0.2567,27.12,
27,2024/2/27,10:45:00,0.8255,0.2734,5.0293,0.1347,0.0446,0.2734,27.12,
28,2024/2/27,10:45:01,0.8657,0.288,5.2828,0.1345,0.0447,0.288,27.12,
29,2024/2/27,10:45:02,1.0384,0.3442,6.3268,0.1347,0.0446,0.3442,27.12,
30,2024/2/27,10:45:02,1.0352,0.3426,6.3085,0.1347,0.0446,0.3426,27.12,
31,2024/2/27,10:45:03,1.1108,0.3681,6.7679,0.1347,0.0446,0.3681,27.16,
32,2024/2/27,10:45:03,1.2009,0.3978,7.3109,0.1348,0.0446,0.3978,27.10,
33,2024/2/27,10:45:04,1.3532,0.4486,8.2425,0.1347,0.0447,0.4486,27.10,
34,2024/2/27,10:45:04,1.4802,0.4914,9.02,0.1347,0.0447,0.4914,27.09,
35,2024/2/27,10:45:05,1.5316,0.5067,9.334,0.1347,0.0446,0.5067,27.09,
36,2024/2/27,10:45:06,1.6093,0.5335,9.811,0.1346,0.0446,0.5335,27.08,
37,2024/2/27,10:45:06,1.7057,0.5659,10.3954,0.1347,0.0447,0.5659,27.08,
38,2024/2/27,10:45:07,1.8241,0.605,11.1104,0.1347,0.0447,0.605,27.07,
39,2024/2/27,10:45:07,1.9185,0.6359,11.6945,0.1346,0.0446,0.6359,27.07,
40,2024/2/27,10:45:08,1.989,0.6594,12.1102,0.1348,0.0447,0.6594,27.07,
41,2024/2/27,10:45:08,2.1022,0.6964,12.8011,0.1348,0.0446,0.6964,27.09,
42,2024/2/27,10:45:09,2.2617,0.7498,13.771,0.1348,0.0447,0.7498,27.09,
43,2024/2/27,10:45:10,2.3629,0.7837,14.4004,0.1347,0.0447,0.7837,27.05,
44,2024/2/27,10:45:10,2.2336,0.7558,13.7338,0.1336,0.0452,0.7558,27.05,
45,2024/2/27,10:45:11,2.5967,0.8607,15.8187,0.1347,0.0447,0.8607,27.03,
46,2024/2/27,10:45:11,2.7331,0.9068,16.6553,0.1347,0.0447,0.9068,27.03,
47,2024/2/27,10:45:12,2.8906,0.9592,17.6101,0.1347,0.0447,0.9592,27.03,
48,2024/2/27,10:45:12,3.0097,0.9979,18.3408,0.1347,0.0447,0.9979,27.02,
49,2024/2/27,10:45:13,3.1787,1.0539,19.3698,0.1347,0.0447,1.0539,27.02,
50,2024/2/27,10:45:14,3.3375,1.1062,20.3298,0.1347,0.0447,1.1062,27.01,
51,2024/2/27,10:45:14,3.4914,1.1573,21.2732,0.1347,0.0446,1.1573,27.01,
52,2024/2/27,10:45:15,3.6172,1.1994,22.045,0.1347,0.0447,1.1994,27.00,
53,2024/2/27,10:45:15,3.8044,1.2602,23.1796,0.1347,0.0446,1.2602,27.00,
54,2024/2/27,10:45:16,4.0464,1.3412,24.6586,0.1347,0.0446,1.3412,27.00,
55,2024/2/27,10:45:16,4.2584,1.4098,25.9438,0.1347,0.0446,1.4098,27.00,
56,2024/2/27,10:45:17,4.3579,1.4441,26.5528,0.1347,0.0446,1.4441,27.00,
57,2024/2/27,10:45:18,4.6034,1.5252,28.047,0.1347,0.0446,1.5252,27.03,
58,2024/2/27,10:45:18,4.4356,1.4905,27.1903,0.1339,0.045,1.4905,27.03,
59,2024/2/27,10:45:19,4.941,1.6385,30.1037,0.1347,0.0447,1.6385,26.97,
60,2024/2/27,10:45:19,5.1141,1.6942,31.1604,0.1347,0.0446,1.6942,26.97,
61,2024/2/27,10:45:20,5.2921,1.7543,32.2469,0.1347,0.0446,1.7543,26.96,
62,2024/2/27,10:45:20,5.5182,1.8274,33.6324,0.1347,0.0446,1.8274,26.95,
63,2024/2/27,10:45:21,5.78,1.9128,35.2126,0.1347,0.0446,1.9128,26.95,
64,2024/2/27,10:45:22,6.079,2.0127,37.0321,0.1347,0.0446,2.0127,26.95,
65,2024/2/27,10:45:22,6.2647,2.0737,38.1688,0.1347,0.0446,2.0737,26.95,
66,2024/2/27,10:45:23,6.602,2.1853,40.2304,0.1347,0.0446,2.1853,26.95,
67,2024/2/27,10:45:23,6.8476,2.2666,41.73,0.1347,0.0446,2.2666,26.95,
68,2024/2/27,10:45:24,7.2417,2.3953,44.1191,0.1347,0.0446,2.3953,26.93,
69,2024/2/27,10:45:24,7.5094,2.4847,45.7647,0.1347,0.0446,2.4847,26.93,
70,2024/2/27,10:45:25,7.907,2.6167,48.1817,0.1347,0.0446,2.6167,26.92,
71,2024/2/27,10:45:25,8.3459,2.7626,50.8496,0.1347,0.0446,2.7626,26.92,
72,2024/2/27,10:45:26,8.7443,2.8925,53.265,0.1347,0.0446,2.8925,26.92,
73,2024/2/27,10:45:27,9.0825,3.0054,55.3326,0.1347,0.0446,3.0054,26.91,
74,2024/2/27,10:45:27,9.5299,3.1524,58.0651,0.1347,0.0446,3.1524,26.91,
75,2024/2/27,10:45:28,10.0183,3.3145,61.0383,0.1347,0.0446,3.3145,26.91,
76,2024/2/27,10:45:28,10.4311,3.4507,63.563,0.1347,0.0446,3.4507,26.91,
77,2024/2/27,10:45:29,10.8362,3.5828,66.0127,0.1347,0.0445,3.5828,26.95,
78,2024/2/27,10:45:29,11.3396,3.7498,69.0888,0.1347,0.0445,3.7498,26.89,
79,2024/2/27,10:45:30,11.851,3.9172,72.1898,0.1347,0.0445,3.9172,26.89,
80,2024/2/27,10:45:31,12.3769,4.0901,75.3946,0.1347,0.0445,4.0901,26.88,
81,2024/2/27,10:45:31,12.7158,4.2009,77.4478,0.1348,0.0445,4.2009,26.88,
82,2024/2/27,10:45:32,13.2446,4.3757,80.6648,0.1348,0.0445,4.3757,26.87,
83,2024/2/27,10:45:32,13.9021,4.5922,84.6764,0.1347,0.0445,4.5922,26.87,
84,2024/2/27,10:45:33,14.4521,4.7716,88.03,0.1347,0.0445,4.7716,26.87,
85,2024/2/27,10:45:33,14.8927,4.9161,90.6889,0.1348,0.0445,4.9161,26.87,
86,2024/2/27,10:45:34,15.469,5.1056,94.2069,0.1348,0.0445,5.1056,26.85,
87,2024/2/27,10:45:35,16.3224,5.3871,99.4028,0.1348,0.0445,5.3871,26.84,
88,2024/2/27,10:45:35,16.781,5.5368,102.1855,0.1348,0.0445,5.5368,26.84,
89,2024/2/27,10:45:36,15.7913,5.3037,96.8827,0.1338,0.045,5.3037,26.84,
90,2024/2/27,10:45:36,18.4688,6.0926,112.4691,0.1348,0.0445,6.0926,26.84,
91,2024/2/27,10:45:37,17.8044,5.914,108.7472,0.1344,0.0446,5.914,26.84,
92,2024/2/27,10:45:37,18.9913,6.2643,115.6428,0.1348,0.0445,6.2643,26.84,
93,2024/2/27,10:45:38,19.3661,6.3831,117.9118,0.1348,0.0444,6.3831,26.83,
94,2024/2/27,10:45:39,19.8732,6.5494,120.9875,0.1348,0.0444,6.5494,26.82,
95,2024/2/27,10:45:39,20.7151,6.8284,126.1396,0.1348,0.0444,6.8284,26.82,
96,2024/2/27,10:45:40,20.6983,6.8216,125.995,0.1348,0.0444,6.8216,26.81,
97,2024/2/27,10:45:40,20.9577,6.9051,127.5935,0.1348,0.0444,6.9051,26.81,
98,2024/2/27,10:45:41,21.3972,7.0452,130.2311,0.1349,0.0444,7.0452,26.80,
99,2024/2/27,10:45:41,22.0065,7.2489,133.9615,0.1348,0.0444,7.2489,26.80,
100,2024/2/27,10:45:42,22.1205,7.2857,134.6746,0.1348,0.0444,7.2857,26.80,
101,2024/2/27,10:45:42,22.596,7.439,137.5441,0.1348,0.0444,7.439,26.79,
102,2024/2/27,10:45:43,22.9338,7.5527,139.6047,0.1348,0.0444,7.5527,26.79,
103,2024/2/27,10:45:44,23.2625,7.6596,141.6031,0.1348,0.0444,7.6596,26.77,
104,2024/2/27,10:45:44,23.4764,7.7265,142.9217,0.1348,0.0444,7.7265,26.77,
105,2024/2/27,10:45:45,23.7601,7.8213,144.6275,0.1348,0.0444,7.8213,26.76,
106,2024/2/27,10:45:45,24.1099,7.9344,146.7511,0.1348,0.0444,7.9344,26.76,
107,2024/2/27,10:45:46,24.4615,8.0483,148.8946,0.1348,0.0444,8.0483,26.76,
108,2024/2/27,10:45:46,24.6838,8.1251,150.2474,0.1348,0.0444,8.1251,26.76,
109,2024/2/27,10:45:47,25.0044,8.226,152.2128,0.1348,0.0444,8.226,26.74,
110,2024/2/27,10:45:48,25.3253,8.3326,154.1543,0.1348,0.0444,8.3326,26.73,
111,2024/2/27,10:45:48,25.6655,8.4417,156.2099,0.1349,0.0444,8.4417,26.73,
112,2024/2/27,10:45:49,25.938,8.5308,157.8515,0.1349,0.0444,8.5308,26.73,
113,2024/2/27,10:45:49,26.2421,8.6324,159.7366,0.1348,0.0444,8.6324,26.73,
114,2024/2/27,10:45:50,26.6439,8.7607,162.1417,0.1349,0.0443,8.7607,26.73,
115,2024/2/27,10:45:50,26.9918,8.8756,164.2805,0.1349,0.0443,8.8756,26.73,
116,2024/2/27,10:45:51,27.2387,8.9564,165.8049,0.1348,0.0443,8.9564,26.76,
117,2024/2/27,10:45:52,27.5664,9.063,167.7815,0.1349,0.0443,9.063,26.70,
118,2024/2/27,10:45:52,27.9758,9.1934,170.249,0.1349,0.0443,9.1934,26.70,
119,2024/2/27,10:45:53,28.2634,9.29,172.038,0.1348,0.0443,9.29,26.70,
120,2024/2/27,10:45:53,28.5627,9.3883,173.8342,0.1349,0.0443,9.3883,26.70,
121,2024/2/27,10:45:54,26.189,8.7619,160.582,0.1339,0.0448,8.7619,26.69,
122,2024/2/27,10:45:54,29.2414,9.6082,177.9744,0.1349,0.0443,9.6082,26.69,
123,2024/2/27,10:45:55,29.6179,9.7331,180.2569,0.1349,0.0443,9.7331,26.68,
124,2024/2/27,10:45:56,29.9438,9.8359,182.2311,0.1349,0.0443,9.8359,26.68,
125,2024/2/27,10:45:56,30.2694,9.9447,184.2083,0.1349,0.0443,9.9447,26.68,
126,2024/2/27,10:45:57,30.7175,10.0896,186.9296,0.1349,0.0443,10.0896,26.66,
127,2024/2/27,10:45:57,31.1239,10.2224,189.4249,0.1349,0.0443,10.2224,26.66,
128,2024/2/27,10:45:58,31.4393,10.324,191.3254,0.1349,0.0443,10.324,26.66,
129,2024/2/27,10:45:58,31.8422,10.4546,193.7485,0.1349,0.0443,10.4546,26.66,
130,2024/2/27,10:45:59,32.2524,10.5871,196.26,0.1349,0.0443,10.5871,26.65,
131,2024/2/27,10:45:59,30.8768,10.2427,188.6999,0.1344,0.0446,10.2427,26.65,
132,2024/2/27,10:46:00,33.4884,10.9915,203.8027,0.1349,0.0443,10.9915,26.64,
133,2024/2/27,10:46:01,29.7064,9.9681,182.4695,0.1337,0.0449,9.9681,26.62,
134,2024/2/27,10:46:01,30.6574,10.2842,188.298,0.1337,0.0449,10.2842,26.62,
135,2024/2/27,10:46:02,35.1872,11.5409,214.0513,0.1349,0.0443,11.5409,26.62,
136,2024/2/27,10:46:02,35.4727,11.6343,215.8324,0.1349,0.0442,11.6343,26.62,
137,2024/2/27,10:46:03,36.2161,11.8761,220.3456,0.1349,0.0442,11.8761,26.62,
138,2024/2/27,10:46:03,36.778,12.0596,223.759,0.1349,0.0442,12.0596,26.62,
139,2024/2/27,10:46:04,37.4634,12.2781,227.9164,0.1349,0.0442,12.2781,26.62,
140,2024/2/27,10:46:05,37.9081,12.4252,230.6305,0.1349,0.0442,12.4252,26.62,
141,2024/2/27,10:46:05,38.3204,12.5582,233.1243,0.1349,0.0442,12.5582,26.65,
142,2024/2/27,10:46:06,38.998,12.7775,237.2409,0.1349,0.0442,12.7775,26.60,
143,2024/2/27,10:46:06,39.8216,13.0448,242.2441,0.1349,0.0442,13.0448,26.60,
144,2024/2/27,10:46:07,37.1005,12.3364,227.1428,0.1341,0.0446,12.3364,26.59,
145,2024/2/27,10:46:07,40.7847,13.3549,248.1026,0.1349,0.0442,13.3549,26.59,
146,2024/2/27,10:46:08,41.4729,13.5814,252.3002,0.1349,0.0442,13.5814,26.58,
147,2024/2/27,10:46:08,42.2475,13.8303,256.9611,0.135,0.0442,13.8303,26.58,
148,2024/2/27,10:46:09,39.6375,13.1569,242.5173,0.1342,0.0446,13.1569,26.58,
149,2024/2/27,10:46:10,43.4165,14.2089,264.0813,0.135,0.0442,14.2089,26.58,
150,2024/2/27,10:46:10,44.0386,14.4119,267.8807,0.135,0.0442,14.4119,26.62,
