No.,量測日期,量測時間,X,Y,Z,x,y,Lv,Temprature,
White, , , , , , , , , ,
151,2024/2/27,10:46:11,44.7825,14.6522,272.3977,0.135,0.0442,14.6522,26.56,
152,2024/2/27,10:46:11,45.3606,14.8404,275.8655,0.135,0.0442,14.8404,26.56,
153,2024/2/27,10:46:12,45.7953,14.9771,278.5172,0.135,0.0441,14.9771,26.56,
154,2024/2/27,10:46:12,46.415,15.1819,282.2943,0.135,0.0441,15.1819,26.56,
155,2024/2/27,10:46:13,47.1781,15.4261,286.9115,0.135,0.0441,15.4261,26.55,
156,2024/2/27,10:46:14,47.8962,15.6583,291.2604,0.135,0.0441,15.6583,26.55,
157,2024/2/27,10:46:14,48.8138,15.9526,296.8598,0.135,0.0441,15.9526,26.55,
158,2024/2/27,10:46:15,49.7513,16.2554,302.5312,0.135,0.0441,16.2554,26.54,
159,2024/2/27,10:46:15,50.6171,16.5353,307.7846,0.135,0.0441,16.5353,26.54,
160,2024/2/27,10:46:16,51.1029,16.6931,310.7372,0.135,0.0441,16.6931,26.54,
161,2024/2/27,10:46:16,51.7174,16.8896,314.4635,0.135,0.0441,16.8896,26.54,
162,2024/2/27,10:46:17,52.5841,17.1719,319.7111,0.135,0.0441,17.1719,26.53,
163,2024/2/27,10:46:18,53.4802,17.4591,325.1746,0.135,0.0441,17.4591,26.53,
164,2024/2/27,10:46:18,54.0005,17.6249,328.3081,0.135,0.0441,17.6249,26.53,
165,2024/2/27,10:46:19,54.5503,17.8005,331.6409,0.135,0.0441,17.8005,26.53,
166,2024/2/27,10:46:19,55.4936,18.1095,337.3901,0.135,0.0441,18.1095,26.52,
167,2024/2/27,10:46:20,56.4245,18.4058,343.0061,0.135,0.0441,18.4058,26.52,
168,2024/2/27,10:46:20,56.8959,18.5591,345.9293,0.135,0.044,18.5591,26.52,
169,2024/2/27,10:46:21,57.4199,18.7265,349.0645,0.135,0.044,18.7265,26.51,
170,2024/2/27,10:46:21,58.4282,19.052,355.1799,0.135,0.044,19.052,26.51,
171,2024/2/27,10:46:22,59.4703,19.389,361.5144,0.135,0.044,19.389,26.51,
172,2024/2/27,10:46:23,59.9595,19.5454,364.479,0.135,0.044,19.5454,26.51,
173,2024/2/27,10:46:23,60.5631,19.7363,368.1543,0.135,0.044,19.7363,26.55,
174,2024/2/27,10:46:24,61.5745,20.0599,374.2782,0.1351,0.044,20.0599,26.49,
175,2024/2/27,10:46:24,62.5696,20.3807,380.3158,0.1351,0.044,20.3807,26.49,
176,2024/2/27,10:46:25,63.1652,20.5712,383.8742,0.1351,0.044,20.5712,26.48,
177,2024/2/27,10:46:25,63.7232,20.7497,387.3169,0.1351,0.044,20.7497,26.48,
178,2024/2/27,10:46:26,64.7825,21.0868,393.7187,0.1351,0.044,21.0868,26.48,
179,2024/2/27,10:46:27,65.778,21.4102,399.763,0.1351,0.044,21.4102,26.48,
180,2024/2/27,10:46:27,66.2877,21.5736,402.8683,0.1351,0.044,21.5736,26.48,
181,2024/2/27,10:46:28,66.9225,21.7817,406.743,0.1351,0.044,21.7817,26.48,
182,2024/2/27,10:46:28,67.9953,22.1233,413.2304,0.1351,0.044,22.1233,26.48,
183,2024/2/27,10:46:29,69.0501,22.4597,419.6158,0.1351,0.0439,22.4597,26.47,
184,2024/2/27,10:46:29,69.6918,22.6659,423.501,0.1351,0.0439,22.6659,26.47,
185,2024/2/27,10:46:30,65.5135,21.5466,400.0037,0.1345,0.0442,21.5466,26.47,
186,2024/2/27,10:46:31,71.3454,23.1931,433.5159,0.1351,0.0439,23.1931,26.47,
187,2024/2/27,10:46:31,72.2555,23.4828,439.0154,0.1351,0.0439,23.4828,26.46,
188,2024/2/27,10:46:32,73.0783,23.7465,444.0307,0.1351,0.0439,23.7465,26.46,
189,2024/2/27,10:46:32,73.6898,23.9444,447.7529,0.1351,0.0439,23.9444,26.46,
190,2024/2/27,10:46:33,74.8249,24.3054,454.6076,0.1351,0.0439,24.3054,26.51,
191,2024/2/27,10:46:33,75.6939,24.5832,459.8658,0.1351,0.0439,24.5832,26.51,
192,2024/2/27,10:46:34,71.7899,23.5488,438.0271,0.1346,0.0442,23.5488,26.45,
193,2024/2/27,10:46:35,77.2455,25.0815,469.3194,0.1351,0.0439,25.0815,26.45,
194,2024/2/27,10:46:35,79.3799,25.762,482.2307,0.1351,0.0439,25.762,26.45,
195,2024/2/27,10:46:36,74.6618,24.5361,456.0123,0.1345,0.0442,24.5361,26.45,
196,2024/2/27,10:46:36,82.9568,26.8991,503.8321,0.1352,0.0438,26.8991,26.45,
197,2024/2/27,10:46:37,84.161,27.2826,511.1717,0.1352,0.0438,27.2826,26.45,
198,2024/2/27,10:46:37,75.6646,25.0545,463.7875,0.134,0.0444,25.0545,26.49,
199,2024/2/27,10:46:38,87.9893,28.503,534.3682,0.1352,0.0438,28.503,26.43,
200,2024/2/27,10:46:38,89.6512,29.0301,544.4358,0.1352,0.0438,29.0301,26.43,
201,2024/2/27,10:46:39,90.933,29.4403,552.1772,0.1352,0.0438,29.4403,26.42,
202,2024/2/27,10:46:40,92.6418,29.9821,562.5458,0.1352,0.0438,29.9821,26.42,
203,2024/2/27,10:46:40,94.0591,30.432,571.1121,0.1352,0.0437,30.432,26.42,
204,2024/2/27,10:46:41,83.7055,27.6688,512.9634,0.1341,0.0443,27.6688,26.42,
205,2024/2/27,10:46:41,96.3285,31.155,584.8398,0.1352,0.0437,31.155,26.41,
206,2024/2/27,10:46:42,97.5074,31.5241,591.9609,0.1352,0.0437,31.5241,26.41,
207,2024/2/27,10:46:42,98.839,31.9514,600.0501,0.1352,0.0437,31.9514,26.41,
208,2024/2/27,10:46:43,100.4512,32.4664,609.8189,0.1352,0.0437,32.4664,26.41,
209,2024/2/27,10:46:44,101.7896,32.8851,617.9296,0.1352,0.0437,32.8851,26.41,
210,2024/2/27,10:46:44,102.8795,33.2332,624.5635,0.1352,0.0437,33.2332,26.40,
211,2024/2/27,10:46:45,104.274,33.6714,632.9556,0.1353,0.0437,33.6714,26.40,
212,2024/2/27,10:46:45,106.2498,34.297,644.9141,0.1353,0.0437,34.297,26.40,
213,2024/2/27,10:46:46,108.0905,34.883,656.0914,0.1353,0.0437,34.883,26.40,
214,2024/2/27,10:46:46,102.8713,33.5058,626.8898,0.1348,0.0439,33.5058,26.40,
215,2024/2/27,10:46:47,111.4103,35.929,676.172,0.1353,0.0436,35.929,26.39,
216,2024/2/27,10:46:48,112.8345,36.378,684.8036,0.1353,0.0436,36.378,26.39,
217,2024/2/27,10:46:48,100.2045,33.0055,613.7383,0.1342,0.0442,33.0055,26.38,
218,2024/2/27,10:46:49,101.5701,33.4455,622.126,0.1341,0.0442,33.4455,26.38,
219,2024/2/27,10:46:49,117.4432,37.8332,712.6317,0.1353,0.0436,37.8332,26.38,
220,2024/2/27,10:46:50,118.9578,38.3123,721.8026,0.1353,0.0436,38.3123,26.38,
221,2024/2/27,10:46:50,120.0337,38.6483,728.3066,0.1353,0.0436,38.6483,26.38,
222,2024/2/27,10:46:51,118.7054,38.3513,721.3523,0.1351,0.0437,38.3513,26.43,
223,2024/2/27,10:46:51,123.327,39.6887,748.2313,0.1353,0.0436,39.6887,26.43,
224,2024/2/27,10:46:52,124.9237,40.1926,757.8951,0.1353,0.0435,40.1926,26.37,
225,2024/2/27,10:46:53,126.2459,40.6103,765.8732,0.1354,0.0435,40.6103,26.37,
226,2024/2/27,10:46:53,127.8059,41.1042,775.3278,0.1354,0.0435,41.1042,26.37,
227,2024/2/27,10:46:54,130.0911,41.8162,789.1343,0.1354,0.0435,41.8162,26.37,
228,2024/2/27,10:46:54,131.4414,42.2448,797.3308,0.1354,0.0435,42.2448,26.36,
229,2024/2/27,10:46:55,132.6278,42.6159,804.4963,0.1354,0.0435,42.6159,26.36,
230,2024/2/27,10:46:55,134.1835,43.1077,813.8817,0.1354,0.0435,43.1077,26.37,
231,2024/2/27,10:46:56,136.2575,43.7578,826.4156,0.1354,0.0435,43.7578,26.36,
232,2024/2/27,10:46:57,137.8393,44.2551,835.9586,0.1354,0.0435,44.2551,26.36,
233,2024/2/27,10:46:57,139.0041,44.6176,843.0437,0.1354,0.0435,44.6176,26.36,
234,2024/2/27,10:46:58,140.2159,45.0032,850.3842,0.1354,0.0435,45.0032,26.36,
235,2024/2/27,10:46:58,142.3555,45.6754,863.323,0.1354,0.0434,45.6754,26.35,
236,2024/2/27,10:46:59,144.3975,46.3164,875.6672,0.1354,0.0434,46.3164,26.35,
237,2024/2/27,10:46:59,145.5753,46.6774,882.7147,0.1354,0.0434,46.6774,26.34,
238,2024/2/27,10:47:00,146.9967,47.1297,891.4009,0.1354,0.0434,47.1297,26.34,
239,2024/2/27,10:47:01,149.3862,47.8794,905.8119,0.1354,0.0434,47.8794,26.34,
240,2024/2/27,10:47:01,151.0189,48.3838,915.634,0.1354,0.0434,48.3838,26.34,
241,2024/2/27,10:47:02,152.3871,48.8094,923.8895,0.1354,0.0434,48.8094,26.34,
242,2024/2/27,10:47:02,153.4439,49.1384,930.2607,0.1355,0.0434,49.1384,26.34,
243,2024/2/27,10:47:03,155.635,49.8262,943.4918,0.1355,0.0434,49.8262,26.34,
244,2024/2/27,10:47:03,157.6023,50.4442,955.4139,0.1355,0.0434,50.4442,26.35,
245,2024/2/27,10:47:04,159.2607,50.9617,965.4125,0.1355,0.0433,50.9617,26.35,
246,2024/2/27,10:47:05,160.388,51.3124,972.275,0.1355,0.0433,51.3124,26.35,
247,2024/2/27,10:47:05,162.6111,52.0082,985.6884,0.1355,0.0433,52.0082,26.35,
248,2024/2/27,10:47:06,164.9018,52.722,999.4774,0.1355,0.0433,52.722,26.35,
249,2024/2/27,10:47:06,166.2896,53.1569,1007.8207,0.1355,0.0433,53.1569,26.39,
250,2024/2/27,10:47:07,167.6695,53.5907,1016.2436,0.1355,0.0433,53.5907,26.39,
251,2024/2/27,10:47:07,169.9076,54.286,1029.7611,0.1355,0.0433,54.286,26.34,
252,2024/2/27,10:47:08,172.5316,55.0971,1045.514,0.1355,0.0433,55.0971,26.34,
253,2024/2/27,10:47:08,170.1889,54.5391,1032.9944,0.1353,0.0434,54.5391,26.34,
254,2024/2/27,10:47:09,175.8787,56.1439,1065.7285,0.1355,0.0433,56.1439,26.34,
255,2024/2/27,10:47:10,177.4001,56.6206,1074.9669,0.1355,0.0433,56.6206,26.34,

