Red,X,Y,Z,x,y
135,44.9681,163.5165,11.1204,0.2048,0.7446
134,44.4667,161.5534,10.9718,0.2049,0.7445
133,43.772,158.8854,10.7735,0.2051,0.7444
132,43.189,156.6552,10.5997,0.2052,0.7444
131,42.7021,154.7625,10.4506,0.2054,0.7444
130,42.0176,152.1338,10.265,0.2055,0.7442
129,41.4354,149.918,10.1109,0.2057,0.7441
128,40.8915,147.8197,9.943,0.2058,0.7441
127,40.2756,145.4721,9.7627,0.206,0.7441
126,39.6925,143.2417,9.6018,0.2062,0.744
125,39.1421,141.1392,9.4405,0.2063,0.7439
124,38.5633,138.9499,9.2926,0.2064,0.7438
123,38.0216,136.8763,9.1311,0.2066,0.7438
122,37.4318,134.6509,8.9703,0.2067,0.7437
121,36.8574,132.4566,8.8093,0.2069,0.7436
120,36.2785,130.2697,8.6548,0.2071,0.7435
119,35.6757,127.9692,8.4747,0.2073,0.7435
118,35.0816,125.722,8.3139,0.2074,0.7434
117,34.4656,123.3903,8.147,0.2076,0.7433
116,33.8714,121.1576,7.9861,0.2078,0.7432
115,33.2488,118.8211,7.8192,0.2079,0.7431
114,32.6436,116.557,7.6519,0.2081,0.7431
113,32.0342,114.2397,7.4915,0.2083,0.7429
112,31.4334,111.995,7.3307,0.2085,0.7429
111,30.9266,110.0688,7.1882,0.2087,0.7428
110,30.2405,107.5272,7.009,0.2089,0.7427
109,29.6594,105.3525,6.861,0.2091,0.7426
108,29.0805,103.1728,6.7,0.2093,0.7425
107,28.4971,101.0005,6.5389,0.2095,0.7425
106,27.9378,98.92,6.4035,0.2096,0.7423
105,27.3566,96.7744,6.2554,0.2098,0.7422
104,26.8148,94.7396,6.1068,0.21,0.7421
103,26.2531,92.6905,5.9583,0.2102,0.7421
102,25.6981,90.6317,5.8163,0.2104,0.742
101,25.1716,88.6694,5.6871,0.2106,0.7418
100,24.6318,86.6806,5.5383,0.2108,0.7418
99,24.1161,84.7739,5.4088,0.211,0.7417
98,23.5763,82.8021,5.2795,0.2111,0.7416
97,23.0715,80.9509,5.1498,0.2113,0.7415
96,22.5885,79.1793,5.0197,0.2115,0.7415
95,22.0444,77.1883,4.8971,0.2117,0.7413
94,21.5462,75.3516,4.7673,0.2119,0.7412
93,21.0369,73.5125,4.6374,0.2121,0.7412
92,20.5583,71.7506,4.5139,0.2123,0.7411
91,20.1015,70.0805,4.4096,0.2125,0.7409
90,19.5988,68.2657,4.2927,0.2127,0.7408
89,19.1158,66.5038,4.1626,0.2129,0.7407
88,18.6678,64.87,4.0581,0.2131,0.7406
87,18.2416,63.3181,3.9468,0.2133,0.7405
86,17.7477,61.5508,3.8403,0.2135,0.7403
85,17.3063,59.9437,3.7291,0.2137,0.7402
84,16.8582,58.3512,3.6245,0.2138,0.7402
83,16.4211,56.7755,3.5198,0.214,0.7401
82,16.0234,55.3326,3.4276,0.2143,0.7399
81,15.5862,53.7738,3.3163,0.2145,0.7399
80,15.1688,52.2827,3.2243,0.2146,0.7398
79,14.7557,50.806,3.1257,0.2148,0.7397
78,14.3513,49.3679,3.0335,0.215,0.7396
77,13.9579,47.9466,2.9347,0.2153,0.7395
76,13.5754,46.5858,2.8552,0.2154,0.7393
75,13.1842,45.1863,2.7629,0.2157,0.7391
74,12.7994,43.8303,2.6703,0.2158,0.7391
73,12.4322,42.5274,2.5906,0.216,0.739
72,12.0737,41.2679,2.5042,0.2162,0.739
71,11.7021,39.9529,2.418,0.2164,0.7389
70,11.3479,38.7007,2.3381,0.2166,0.7387
69,11.0026,37.4726,2.2647,0.2168,0.7385
68,10.6812,36.3458,2.1908,0.217,0.7385
67,10.3446,35.1588,2.1171,0.2172,0.7383
66,10.0057,33.9693,2.037,0.2175,0.7383
65,9.6558,32.7606,1.9634,0.2176,0.7382
64,9.4132,31.8944,1.9146,0.2178,0.7379
63,9.2089,31.189,1.8704,0.2179,0.7379
62,9.0395,30.5991,1.8303,0.218,0.7379
61,8.8766,30.0334,1.7967,0.2181,0.7378
60,8.7235,29.4954,1.7629,0.2182,0.7377
59,8.5596,28.9212,1.7227,0.2183,0.7377
58,8.4065,28.3916,1.6922,0.2184,0.7376
57,8.2403,27.815,1.6553,0.2185,0.7376
56,8.1026,27.3277,1.6246,0.2187,0.7375
55,7.9441,26.7776,1.5941,0.2188,0.7374
54,7.7845,26.2324,1.5604,0.2188,0.7373
53,7.6358,25.7173,1.5265,0.2189,0.7373
52,7.4981,25.2324,1.4958,0.2191,0.7372
51,7.3483,24.7137,1.4619,0.2192,0.7372
50,7.2062,24.2227,1.4345,0.2193,0.7371
49,7.0662,23.7342,1.4038,0.2194,0.737
48,6.9274,23.2577,1.373,0.2195,0.737
47,6.7699,22.7161,1.3393,0.2196,0.7369
46,6.6114,22.1758,1.3088,0.2197,0.7368
45,6.4507,21.6209,1.275,0.2198,0.7367
44,6.2735,21.013,1.2383,0.2199,0.7367
43,6.0527,20.2579,1.1923,0.2201,0.7366
42,5.8034,19.3942,1.1369,0.2204,0.7365
41,5.4939,18.34,1.0758,0.2206,0.7363
40,5.1724,17.2484,1.0083,0.2208,0.7362
39,4.7667,15.8746,0.9256,0.221,0.7361
38,4.3567,14.4825,0.8475,0.2213,0.7356
37,3.9497,13.1066,0.7634,0.2216,0.7355
36,3.5517,11.7587,0.6819,0.2221,0.7353
35,3.1541,10.4191,0.6022,0.2225,0.735
34,2.7952,9.2053,0.5333,0.223,0.7344
33,2.4591,8.0853,0.4687,0.2233,0.7342
32,2.2308,7.3226,0.4194,0.2237,0.7343
31,1.9504,6.3861,0.368,0.2241,0.7337
30,1.8203,5.9572,0.3426,0.2242,0.7336
29,1.6927,5.5317,0.3163,0.2245,0.7336
28,1.5602,5.0941,0.2938,0.2245,0.7332
27,1.4169,4.6197,0.2648,0.2249,0.7331
26,1.2744,4.146,0.2389,0.2252,0.7326
25,1.1697,3.8018,0.2181,0.2254,0.7326
24,1.0791,3.5075,0.2028,0.2253,0.7324
23,0.9582,3.1077,0.1806,0.2256,0.7318
22,0.8695,2.8217,0.1646,0.2255,0.7318
21,0.7715,2.4975,0.1446,0.226,0.7316
20,0.707,2.2863,0.133,0.2261,0.7313
19,0.6206,2.0072,0.1174,0.2261,0.7312
18,0.564,1.8218,0.1071,0.2262,0.7308
17,0.512,1.6531,0.0958,0.2265,0.7312
16,0.4652,1.5006,0.0889,0.2264,0.7303
15,0.3802,1.2238,0.0724,0.2268,0.73
14,0.3131,1.0074,0.0587,0.227,0.7304
13,0.2642,0.8501,0.0502,0.2268,0.73
12,0.2233,0.7164,0.0437,0.2271,0.7285
11,0.1764,0.5654,0.035,0.2271,0.7279
10,0.1475,0.4721,0.028,0.2277,0.729
9,0.1145,0.3659,0.0225,0.2277,0.7275
8,0.0999,0.3198,0.0196,0.2273,0.728
7,0.0012,0.0021,0.0009,0.2749,0.5035
6,0.0008,0.0009,0.0009,0.3052,0.3466
5,0.0008,0.0008,0.0009,0.3072,0.3423
4,0.0008,0.0008,0.0009,0.3111,0.3223
3,0.0008,0.0008,0.0008,0.3195,0.3378
2,0.0008,0.0008,0.0009,0.3118,0.3281
1,0.0008,0.0008,0.001,0.3023,0.3126
0,0.0008,0.0008,0.0009,0.3299,0.3267
Blue,X,Y,Z,x,y
255,204.9507,63.5473,1203.8276,0.1392,0.0432
254,203.0303,62.9602,1192.628,0.1392,0.0432
253,201.6008,62.5297,1184.2638,0.1392,0.0432
252,199.1181,61.7714,1169.7249,0.1392,0.0432
251,197.1088,61.1662,1158.0344,0.1392,0.0432
250,195.097,60.5685,1146.22,0.1392,0.0432
249,193.2157,59.98,1135.1472,0.1392,0.0432
248,191.3298,59.4211,1124.1644,0.1392,0.0432
247,189.4022,58.8361,1112.8121,0.1392,0.0432
246,187.505,58.2699,1101.8279,0.1391,0.0432
245,185.6644,57.7215,1091.0541,0.1391,0.0433
244,183.8072,57.1554,1080.1429,0.1391,0.0433
243,182.0212,56.6225,1069.7876,0.1391,0.0433
242,180.4683,56.1331,1060.5464,0.1391,0.0433
241,178.3653,55.5039,1048.2844,0.1391,0.0433
240,176.5859,54.9499,1037.8906,0.1391,0.0433
239,174.7713,54.4087,1027.2754,0.1391,0.0433
238,173.0018,53.8634,1016.8677,0.1391,0.0433
237,171.5479,53.4324,1008.3668,0.1391,0.0433
236,169.4771,52.7962,996.2545,0.1391,0.0433
235,167.7414,52.2761,986.072,0.1391,0.0433
234,165.9929,51.7444,975.8668,0.1391,0.0434
233,164.2559,51.2123,965.664,0.1391,0.0434
232,162.5589,50.7052,955.7032,0.1391,0.0434
231,160.8464,50.1783,945.625,0.1391,0.0434
230,159.398,49.7376,937.1754,0.1391,0.0434
229,157.4568,49.1435,925.8348,0.139,0.0434
228,155.7673,48.6335,915.93,0.139,0.0434
227,154.0829,48.1125,906.0375,0.139,0.0434
226,152.4486,47.6241,896.505,0.139,0.0434
225,150.7608,47.1119,886.5915,0.139,0.0434
224,149.109,46.599,876.9556,0.139,0.0434
223,147.5023,46.1125,867.4294,0.139,0.0435
222,145.7909,45.5913,857.4685,0.139,0.0435
221,144.1876,45.103,848.0211,0.139,0.0435
220,142.5464,44.5951,838.4541,0.139,0.0435
219,140.9224,44.0966,828.9038,0.139,0.0435
218,139.3471,43.6118,819.6611,0.139,0.0435
217,137.7351,43.1306,810.2334,0.139,0.0435
216,136.1447,42.6452,800.9205,0.139,0.0435
215,134.6087,42.1626,791.8358,0.139,0.0435
214,133.0148,41.6684,782.5555,0.139,0.0435
213,131.4952,41.2255,773.6401,0.1389,0.0436
212,129.9033,40.7201,764.2653,0.139,0.0436
211,128.3277,40.2451,755.0466,0.1389,0.0436
210,126.7796,39.7653,745.9568,0.1389,0.0436
209,125.4293,39.3574,738.0322,0.1389,0.0436
208,123.7485,38.8458,728.2187,0.1389,0.0436
207,122.222,38.3642,719.2303,0.1389,0.0436
206,120.7361,37.9051,710.5131,0.1389,0.0436
205,119.2173,37.4474,701.6154,0.1389,0.0436
204,117.7571,36.9963,693.0371,0.1389,0.0436
203,116.2636,36.5319,684.2425,0.1389,0.0436
202,114.8192,36.0906,675.803,0.1389,0.0437
201,113.3538,35.6441,667.1942,0.1389,0.0437
200,111.8891,35.1876,658.6013,0.1389,0.0437
199,110.4788,34.7469,650.3042,0.1389,0.0437
198,109.0122,34.3051,641.7077,0.1389,0.0437
197,107.6025,33.8646,633.4333,0.1389,0.0437
196,106.4758,33.5197,626.801,0.1389,0.0437
195,104.8225,33.0109,617.0905,0.1389,0.0437
194,103.4186,32.5704,608.8571,0.1388,0.0437
193,102.1189,32.1704,601.1718,0.1389,0.0437
192,101.0273,31.8356,594.8111,0.1388,0.0437
191,99.9989,31.5268,588.7777,0.1388,0.0438
190,98.5928,31.0986,580.5699,0.1388,0.0438
189,97.5246,30.7715,574.2759,0.1388,0.0438
188,96.4574,30.4344,567.9931,0.1388,0.0438
187,95.4951,30.1385,562.3485,0.1388,0.0438
186,94.5858,29.8488,556.9839,0.1388,0.0438
185,93.6518,29.5677,551.4798,0.1388,0.0438
184,92.6936,29.2677,545.9117,0.1388,0.0438
183,91.6972,28.9561,540.0205,0.1388,0.0438
182,90.7199,28.6503,534.2812,0.1388,0.0438
181,89.7591,28.3497,528.5998,0.1388,0.0438
180,88.8611,28.0891,523.3605,0.1388,0.0439
179,87.9429,27.7986,517.9231,0.1388,0.0439
178,86.9637,27.4956,512.2381,0.1388,0.0439
177,86.0387,27.2053,506.7485,0.1388,0.0439
176,85.1772,26.9335,501.7105,0.1388,0.0439
175,84.2301,26.6451,496.1619,0.1388,0.0439
174,83.315,26.3549,490.7628,0.1388,0.0439
173,82.4366,26.0848,485.5996,0.1388,0.0439
172,81.4911,25.7945,480.0933,0.1387,0.0439
171,80.5982,25.5145,474.8251,0.1387,0.0439
170,79.6862,25.2345,469.4711,0.1387,0.0439
169,78.9133,24.9908,464.9097,0.1387,0.0439
168,77.9196,24.6821,459.0734,0.1387,0.0439
167,77.0388,24.4073,453.8701,0.1387,0.044
166,76.3879,24.2076,450.067,0.1387,0.044
165,75.31,23.8729,443.741,0.1387,0.044
164,74.4422,23.6057,438.6214,0.1387,0.044
163,73.5611,23.3306,433.4485,0.1387,0.044
162,72.728,23.0614,428.5322,0.1387,0.044
161,71.8982,22.8122,423.6882,0.1387,0.044
160,71.0961,22.5507,418.9032,0.1387,0.044
159,70.3507,22.3228,414.5761,0.1387,0.044
158,69.3774,22.0241,408.8468,0.1387,0.044
157,68.5461,21.7623,403.961,0.1387,0.044
156,67.74,21.5131,399.185,0.1387,0.044
155,67.1139,21.3124,395.5351,0.1387,0.044
154,66.13,21.0016,389.7564,0.1387,0.044
153,65.3392,20.7552,385.1034,0.1387,0.044
152,64.4952,20.4882,380.1036,0.1387,0.0441
151,63.7289,20.2571,375.6207,0.1387,0.0441
150,62.8849,19.9904,370.6732,0.1387,0.0441
149,62.2275,19.7929,366.8185,0.1386,0.0441
148,61.3346,19.508,361.5504,0.1386,0.0441
147,60.575,19.272,357.0806,0.1386,0.0441
146,59.7932,19.0234,352.48,0.1386,0.0441
145,59.0269,18.7798,347.9383,0.1386,0.0441
144,58.2939,18.5543,343.6779,0.1386,0.0441
143,57.501,18.3054,338.9856,0.1386,0.0441
142,56.8569,18.0984,335.1965,0.1386,0.0441
141,56.0129,17.8412,330.2228,0.1386,0.0442
140,55.2888,17.6108,325.9625,0.1386,0.0442
139,54.6647,17.4165,322.3238,0.1386,0.0442
138,53.8273,17.152,317.3567,0.1386,0.0442
137,53.0966,16.9264,313.0832,0.1386,0.0442
136,52.3836,16.7009,308.8687,0.1386,0.0442
