Red,X,Y,Z,x,y
196,237.062,111.1323,0.0639,0.6807,0.3191
195,233.1378,109.2934,0.0704,0.6807,0.3191
194,229.6986,107.6885,0.0704,0.6807,0.3191
193,225.4376,105.6862,0.0574,0.6807,0.3191
192,221.9625,104.0499,0.0639,0.6807,0.3191
191,218.193,102.2816,0.0704,0.6807,0.3191
190,214.661,100.6286,0.0574,0.6807,0.3191
189,211.3178,99.0626,0.077,0.6807,0.3191
188,207.7788,97.3974,0.0639,0.6807,0.3191
187,204.3212,95.7803,0.0704,0.6807,0.3191
186,200.817,94.1349,0.0639,0.6807,0.3191
185,197.4074,92.5296,0.0574,0.6807,0.3191
184,194.0551,90.9636,0.0574,0.6807,0.3191
183,190.8,89.4336,0.0639,0.6807,0.3191
182,187.7254,87.9974,0.0508,0.6807,0.3191
181,184.4366,86.4553,0.0508,0.6807,0.3191
180,181.5813,85.1077,0.0508,0.6807,0.3191
179,178.1674,83.5032,0.0443,0.6808,0.3191
178,174.7326,81.8959,0.0574,0.6807,0.3191
177,171.9456,80.5875,0.0508,0.6807,0.3191
176,168.7201,79.086,0.0443,0.6807,0.3191
175,165.5464,77.5921,0.0508,0.6807,0.3191
174,162.7153,76.2645,0.0443,0.6807,0.3191
173,159.6862,74.836,0.0378,0.6808,0.319
172,156.5432,73.3685,0.0508,0.6807,0.319
171,153.6681,72.012,0.0378,0.6808,0.319
170,150.7674,70.6575,0.0313,0.6808,0.3191
169,148.0705,69.3971,0.0443,0.6807,0.319
168,145.0897,67.9998,0.0443,0.6807,0.319
167,142.2987,66.6867,0.0313,0.6808,0.319
166,139.6483,65.4432,0.0378,0.6808,0.319
165,137.0439,64.2213,0.0378,0.6808,0.319
